author,year,title,journal,abstract
王鸿宇 and 蓝江,2025,智能时代知识生产及其结构性风险——基于DeepSeek生成式人工智能技术的哲学反思.,理论与改革(3): 51-61,生成式人工智能的出现导致现代知识生产范式发生结构性变革，深刻重塑并改写着知识生产的存在形态与底层逻辑。从人类“物性”知识生产到“无人”智能知识生产的发展大致历经了灵韵消逝的机械复制、第三持存的技术存留、算法驱动的符号增殖三个技术绽出时刻。知识生产从复制化到存留化再到无人化的发展，既是人类社会生产的理性延展，又在符号自我增殖中逐渐挣脱主体掌控。而脱离人类主体或由外主体进行的知识生产之所以具有可信性与可行性，背后作为支撑的是自然语言的话语权力。它既充当了人机交互的桥梁，又化身为知识权威的隐形枷锁，由此对人类知识生产展现出知识平权化与集权化并置的内在矛盾性双重态势。生成式人工智能数据与现实世界的内在张力、从生成到扩散过程中的认识幻觉以及与人类交互的双向价值塑造，构成目前智能知识生产的结构性瓶颈与风险。它们不仅暴露出算法理性对生活世界“绵延性”的遮蔽，更揭示了技术乌托邦幻象背后的认识论危机。站在智能时代知识生产的十字路口，我们既不能沉溺于技术决定论的迷狂，亦不可堕入卢德主义式的拒斥，唯有在人与机器的互构性实践中，人类才能重获面向未来的诗性灵韵。
王虎 and 彭新宇,2025,DeepSeek应用新阶段主流媒体轻量化转型探索.,电视研究(4): 16-20,在大模型、智能体迅猛发展的超级数字融合背景下，主流媒体转型发展需走出原有路径依赖，从“+AI”向“AI+”转变。本文认为，DeepSeek通过算法机制优化打破算力规模决定模型性能的技术迷思，对现有社会信息结构加以解构的同时，也驱动主流媒体改革从重资产的规模扩张转向轻量化的价值密度跃迁，包括人机协同的友伴支持、“短平快”的垂类模型适配、“文化IP+智能技术”聚合体构建、以价值共创模式完善“AI+”融合生态建构。面对大模型潜在风险，主流媒体需发挥主流价值供给的关键作用，寻求开源合作与自主可控的平衡。
"王会勇, et al",2026,基于多任务微调大语言模型的重症医疗知识抽取方法研究.,计算机科学与探索 20(4): 1031-1045,随着重症医学的不断发展，医护人员在重症医疗实践过程中需迅速且准确地获取并应用专业知识，以应对复杂多变的临床情境。然而，目前重症医疗领域中的知识主要以非结构化文本呈现，缺乏系统化和结构化支持，难以满足临床决策对实时性和准确性的高要求。此外，传统知识抽取方法在处理非结构化数据时存在效率低下的问题。为此，提出了一种基于大语言模型（LLM）的多任务微调方法MCFT-KG，以实现大语言模型对重症医疗数据进行高效、准确且快速的抽取。该方法在专家指导下，依据重症数据的特性构建重症医疗本体；根据本体对天池数据集CMeIE和寻医问药网数据集进行调整，并利用大语言模型对数据集质量进行自动化评估；在本体约束的前提下，根据重症数据的特点，通过严格要求大语言模型，构建针对重症领域的多任务微调指令模板；将修改后的数据集与微调指令模板融合，经过扁平化和规范化处理形成基于重症领域的微调数据集；通过合理设置参数，利用LoRA实现指令微调。实验结果表明，该多任务微调大语言模型在重症医疗知识抽取任务中的准确率相较于基线模型有显著提升。
王霁霞 and 杨斯雅,2026,人工智能生成技术引发的科研伦理失范与系统性治理研究.,河南大学学报(社会科学版) 66(2): 9-16+152,"人工智能生成技术的出现及大量使用对科研活动及相关伦理规制、科研不端治理产生了深刻影响。人工智能生成技术挑战了传统科研不端的界定,也带来了包括科研创新、科研信息安全泄露、影响科学求真性基础等风险,有必要对科研活动中使用生成式人工智能的伦理规范进行探讨,并明确其使用的合规性边界。我国现有关于人工智能生成技术在科研场景中的应用存在着核心价值领域制度供给缺失、消极管控的路径依赖局限等问题,有必要重新建立人工智能时代科研不端的界定与识别标准,构建系统性治理体系,以维护科研求真性、创新性、安全性及技术向善等核心价值,并建立政府、学术共同体、科研机构、资助机构及研究者的跨层次协作,形成适应技术迭代与科研生态演进的可持续发展进路。"
"王家祺, et al",2026,可解释深度学习的概念建模方法综述.,软件学报 37(4): 1591-1614,"近年来,深度神经网络在多个领域取得了显著进展,但其作为典型的黑盒模型,内部机制仍难以为人所理解,给医疗诊断、金融风控、自动驾驶等高风险应用场景带来了严峻挑战.提升模型的可解释性,已成为实现高可信机器学习的核心问题之一.现有可解释性方法大致可分为两类:基于信息流的解释和基于概念的解释.基于信息流的解释主要侧重于神经元或特征重要性分析,如定位图片中对分类结果起关键作用的像素区域.虽然能揭示模型“关注了什么”,但难以提供具备人类语义的认知解释;相比之下,基于概念的解释通过构建语义空间,将模型内部表示映射为可理解的概念结构,能够以“模型理解了什么”的方式提供更具语义深度和认知契合的解释,在增强语义透明性和用户信任方面展现出独特优势.深度学习的不可解释性源于其语义表达的缺失,因此,如何构建对人类认知友好的概念空间与表示机制,已成为可解释模型研究的关键突破口.围绕可解释深度学习中的概念建模方法展开综述,依据建模介入阶段将相关研究划分为事后解释与事中解释两大路径:前者通过神经元解剖、语义聚类等手段挖掘已有模型的概念表示,后者则在训练过程中引入结构化先验或语义约束,以实现模型的内生可解释性.基于该分类框架,系统梳理了典型方法的建模思路与代表性成果,比较其在语义透明性与实际应用中的性能差异,并总结当前研究面临的挑战与未来发展方向,旨在为理解和构建语义可解释的深度模型提供系统性参考与方法指引."
王杰群,2026,人工智能多模态大模型技术在广电视听行业的应用现状与对策建议.,中国电视(1): 4-7,人工智能技术是广电视听行业工业化提效的强大辅助器。当前行业面临的主要问题包括数据要素流通不畅、技术瓶颈有待突破、产业面临发展制约、安全治理面临挑战等。未来发展应以数据流通为突破口，以人机协同为核心范式，推动全生态系统性变革。
"王金文, 范., 张勇传,张世钦,乐玉华",2003,大规模水电系统短期调峰电量最大模型及其求解.,电力系统自动化(15): 29-34,"针对国内短期水电系统发电调度中较常用的调峰电量最大目标函数 ,给出了一种替代目标函数的基本形式 ,并对其合理性进行了理论探讨。设计了周期性模型 ,用于确定各水库的滞时区出库流量和调节性能较差水库的控制期末水位。采用改进的直接搜索法求解考虑水流滞时情况下的短期水电站群发电优化调度问题。设计了一个尽可能避免弃水的局部修正策略 ,考虑了电站出力波动、开停机持续时间、开停机次数、出力运行区域、系统容量备用等约束。结合福建水电系统的实际情况 ,对提出的短期调峰电量最大模型进行了验证"
"王劲滔, et al",2025,基于大语言模型指令微调的案件信息要素抽取方法研究.,计算机科学与探索 19(8): 2161-2173,当前随着人工智能技术的快速发展，科技兴警战略已成为提升公安工作现代化水平的重要途径。在科技兴警的大背景下，公安机关面临着海量的非结构化案件文本信息处理需求，传统的人工处理方式已难以满足当前的工作要求。大语言模型作为一种新兴的人工智能技术，具备强大的语言理解和生成能力，能够自动从案件文本中抽取涉案人员、时间、地点、案件性质等关键信息要素，为案件分析、证据收集和决策支持提供有力支撑。因此研究基于指令微调大语言模型的案件信息要素抽取方法，以期通过先进的自然语言处理技术提高公安机关在案件信息处理上的效率和准确性，进一步推动公安工作信息化进程。该研究通过高效微调技术LoRA、指令微调、数据增强、情境学习等技术提升大语言模型的信息抽取能力。实验结果表明，该方法在自建的案件文本数据集上取得了显著的性能提升，抽取准确率和召回率均优于传统方法。
"王靖, et al",2026,开源程度作为信号：大模型质量信息披露的博弈分析.,中国管理科学 34(5): 109-122,随着公众对大模型产品质量的关注度不断提升，厂商正尝试通过开源来间接传递质量信息，以此增强消费者对大模型质量的感知并缓解其对安全性的担忧。本文通过构建信号博弈模型，以大模型开源程度为质量信号，讨论厂商的质量信息披露策略对大模型开源程度、市场需求以及厂商利润等的影响。研究发现：当高质量与低质量厂商间的质量差异较小时，厂商在不披露质量信息策略下将隐藏自身质量类型（混同均衡），相比于主动披露策略，此时高质量厂商的大模型开源程度与第一期的市场需求均更低，第二期的市场需求更高，而低质量厂商则相反；当质量差异较大时，厂商在不披露质量信息策略下将揭示自身类型（分离均衡），相比于主动披露策略，此时高质量厂商的大模型开源程度与第一期市场需求均更高，第二期市场需求更低，低质量厂商的大模型开源程度与市场需求则不受影响。主动披露质量信息始终有助于提高高质量厂商的利润，而在质量差异较大时，会降低低质量厂商的利润。
王静,2026,开源新生态：人工智能蒸馏技术的风险与治理.,情报杂志 45(3): 78-85+31,[目的]传统理论研究关注以数据规模为核心的模型训练范式，对人工智能蒸馏技术应用中的风险关注不足。文章厘清蒸馏技术应用的双重风险并提出相应的治理策略，以期为人工智能开发者提供行为指引，为人工智能监管部门贡献创新方案。[方法]采用文献研究法梳理蒸馏技术的发展历史和基本原理，采用描述性研究法、案例研究法分析蒸馏技术应用的合法性风险与继发性风险。[结果/结论]蒸馏技术以数据和模型知识为应用对象，一方面使学生模型开发者面临著作权侵权、不正当竞争及违约之责任，另一方面加剧学生模型输出端的侵权风险扩散，并在规范缺位的情境下形成归责难题。蒸馏技术的风险治理应当契合“开源创新”理念，在推动数据和模型知识开放利用的同时明确输出端侵权风险形成的因果关系，完善侵权责任认定规则。
"王静, et al",2026,MorpheusAPI：基于大语言模型Agent的智能麻醉平台.,智能系统学报 21(1): 156-166,"针对传统围术期麻醉管理模式主要依赖临床指南和麻醉医生临床判断，使得麻醉医生在面对海量的实时生理数据、复杂的患者个体化情况以及瞬息万变的高风险场景时需要承担巨大的工作负担和决策压力的问题，本文提出了MorpheusAPI框架，一种基于大语言模型(large language models, LLMs)的多Agents智能麻醉平台。该平台包含执行大模型和影子大模型，执行大模型整合了感知、预测、决策、验证和中央协调5个Agents，通过模型上下文协议(model context protocol, MCP)实现多模态数据高效整合，思维链(chain-of-thought, CoT)提示增强风险推理，检索增强生成(retrieval-augmented generation, RAG)确保临床决策可靠性，麻醉影子大模型通过持续优化执行模型性能形成闭环系统。案例研究显示MorpheusAPI系统风险预测响应时间0.4 s，核心推理延迟10～15 ms，成功将丙泊酚诱导剂量优化至2.0 mg/(kg·h)，维持平均动脉压不小于65 mmHg，结果验证了其在提升麻醉安全性和效率的巨大潜力，可为智能麻醉系统设计与应用提供新思路。"
王静 and 王鹏,2024,智慧图书馆生成式AI大模型风险治理机制研究.,情报杂志 43(8): 190-197,[研究目的]探讨智慧图书馆中生成式AI大模型的风险治理机制，以期为有效治理提供模式、策略和框架，助力图书馆的数字化转型和服务创新。[研究方法]对生成式AI大模型在智慧图书馆中相关风险隐患和来源进行全面分析，提出相应的治理策略。结合敏捷治理和韧性治理理论，构建适用于智慧图书馆生成式AI大模型风险治理的多元协同参与的敏捷-韧性模式。针对生成式AI大模型在模型开发与训练、服务部署与维护、内容创建与审核、内容共享与传播、用户管理与教育和安全评估与监控不同生命周期治理阶段，提出相应的治理框架。[研究结论]研究表明，提出的多元协同参与的敏捷-韧性治理模式和生成式AI大模型全生命周期风险治理框架帮助图书馆在不同阶段采取相应的治理措施，通过建立适用于智慧图书馆的生成式AI大模型风险治理机制，旨在保障图书馆生成式AI大模型的安全和高效，进而促进智慧图书馆的持续发展。
王静 and 张红,2025,人工智能在数字政府建设中的应用及其法治化路径基于DeepSeek在数字行政中应用场景的分析.,中外法学 37(3): 625-643,以DeepSeek为代表的生成式人工智能正成为我国数字政府建设中新的技术变量。各层级政府都将人工智能应用作为数字政府建设的重要切入点。当前政府应用DeepSeek等主要在内部办公、智能问答、政策推送和辅助行政管理等场景。区别于企业和个人，政府应用人工智能技术在目标与任务、数据处理、算法应用的要求、技术应用产生的影响等方面具有特殊性，同时也隐含着合法性、政务数据安全、加深偏见与差别化待遇以及技术避责等风险。人工智能在数字政府建设中的应用及其法治化，应当遵循安全优先原则、合法原则、透明原则和责任原则。应当积极对行政系统的内部治理进行调适，提供以“软法”为先导、兼容“硬法”的法律规则供给、推行监管沙盒策略、采取风险规制的措施并强化对采购和部署的监督。
"王立梅, et al",2024,人工智能语料库建设的法律问题.,数字法治(5): 28-46,"随着生成式人工智能技术的迅猛发展,高质量的中文语料库建设问题日益受到关注。本刊特邀多位知名学者与实务专家围绕“人工智能语料库建设的法律问题”,就困扰实践的著作权合规、模型风险规制、训练数据知识产权侵权纠纷和收益分配等关键法律议题展开深入探讨。专家们从不同的法律视角提出了丰富的理论见解与解决方案,相信必将有益于未来高质量中文语料库的有序建设与合规运营,以及我国人工智能产业的健康发展。"
"王丽君, et al",2025,基于大语言模型的绿色低碳领域三元组抽取方法.,数字图书馆论坛 21(1): 46-54+66,三元组抽取旨在提取文本中的实体及其相互关系，从而形成结构化的知识表示，是构建自动化知识图谱的关键技术。尽管基于传统深度学习的三元组抽取方法在拥有充足训练数据时表现出色，但在电力行业绿色低碳领域等垂直场景中，由于缺乏规范化的监督数据，人工标注成本高昂，且论文和专利数据中存在大量专业术语，深度学习抽取方法的识别准确度受限。为了解决这些问题，设计了基于大语言模型的三元组抽取方法，利用闭源大模型标注少量高质量监督数据，结合检索增强技术指导开源模型进行抽取，实现了高质量且自动化的垂直领域抽取。此外，为了提升少样本场景下的抽取效率与精确率，本方法还包含了数据分流与复杂数据划分模块，以抽取难易程度为标准将数据分流，并进一步划分复杂数据来简化抽取，从而提升抽取效果。为了验证模型性能，利用GPT-4自动化标注了一个基于电力领域专利和论文的数据集，并引入了ChatGPT和ChatGLM等知名闭源以及开源大模型作对比，实验结果证明提出的方法具有更好的抽取性能。
王利明,2026,再论生成式人工智能的侵权风险及其应对.,广东社会科学(1): 247-258+288,生成式人工智能服务在带来前所未有的发展机遇的同时，也带来了前所未有的侵权风险。法律上应持如下应对立场：在侵权规制模式上，宜恪守审慎包容的监管态度，坚持“发展中规范，规范中发展”这一理念，避免过度严苛的监管扼杀新兴技术的生机，并在现有法律框架内解决生成式人工智能的侵权问题。在侵权归责原则上，宜采纳过错责任原则，可围绕场景化、现有技术等构建科学合理的过错认定标准。在具体侵权的应对上，宜类推适用避风港规则认定生成式人工智能服务提供者主观上是否具有过错，并规范生成式人工智能对已公开个人信息、敏感个人信息和已公开作品的收集处理行为，还应当规制深度伪造技术的应用。
王亮 and 李想,2025,蒸馏：一种专业出版领域垂直大模型构建模式——以DeepSeek为例.,中国出版(5): 26-32,大模型的生成、推理和泛化能力推动了人工智能技术的快速发展。但在专业出版领域，通用大模型因成本、时效性和专业性等问题，并不能完全满足优质出版内容的创新应用需求。垂直大模型作为一种专注于特定领域的轻量化解决方案，能够很好地解决通用大模型在专业知识领域中应用的弊端。作为DeepSeek所采用的重要技术之一，蒸馏是构建垂直大模型的有效手段。它通过将通用大模型的知识迁移至特定专业领域，在显著降低模型训练的算力和技术成本的同时，也能够有效地解决通用大模型在知识更新效率、专业权威性、用户体验以及“AI幻觉”等方面的问题。文章详细阐述了蒸馏的原理及构建方法，并以DeepSeek作为教师模型，给出了利用蒸馏技术构建垂直大模型的应用实践，为专业出版领域的人工智能应用提供参考。
王林生 and 金元浦,2025,AI大模型时代数据霸权的多层次表征与批判.,清华大学学报(哲学社会科学版) 40(1): 37-47+261,"数据是人工智能(AI)大模型工具的核心支撑。围绕数据形成的霸权体现在政治秩序、经济生产关系和日常生活等方面。政治层面的数据霸权围绕数据主权展开，美国的“长臂管辖”和“跨境数据自由流动”等数据霸权行为，引发其他国家的抵制乃至新一轮的国家博弈。经济层面，数据构成驱动经济发展的重要要素，但也对新生产关系构成了一种“霸权”,并导致生产中的行为关系、行业关系、国家关系发生变革。日常生活层面，数据对日常生活的霸权导致“数据化生存”现象出现，人的主体性被数据所解构，人的行为被数据决策，迫使人们思考新语境下人与人工智能的关系。围绕数据形成的多组二元悖论，反映出AI大模型时代的数据霸权既是一种客观存在，又是值得反思的社会现象。"
王禄生,2026,论大模型的法律能力边界.,法律科学(西北政法大学学报) 44(3): 33-47,大模型需要借助法律知识习得、法律事实建构、法律规范发现与法律论证推理能力完成法律任务。受内生技术逻辑决定，大模型的法律能力边界呈现出不均衡与非线性分布的样态。在法律知识习得维度，大模型长于显性、隐性与非具身默会知识的习得，却失于动态知识的习得；在法律事实建构维度，大模型长于描述性建构、弱于规范性建构；在法律规范发现维度，大模型长于规范解释、弱于规范识别与规范自洽、失于规范检索与规范续造；在法律论证推理维度，大模型长于内部证成而弱于外部证成。因此，应基于大模型的法律能力边界，划分法律任务的风险等级，形成明确的大模型适用指南，在此基础上建立兼具启发性、反思性与监督性的递进式法律领域人机协作框架，并从认知素养、运用素养与评估素养三个维度塑造法律职业群体的人机协作能力。
"王密, et al",2024,大模型赋能智能摄影测量：现状、挑战与前景.,测绘学报 53(10): 1955-1966,大模型从深度学习和迁移学习技术发展而来，依靠大量的训练数据和庞大的参数容量产生规模效应，从而激发了模型的涌现能力，在众多下游任务中展现了强大的泛化性和适应性。以ChatGPT、SAM为代表的大模型标志着通用人工智能时代的到来，为地球空间信息处理的自动化与智能化提供了新的理论与技术。为了进一步探索大模型赋能泛摄影测量领域的方法与途径，本文回顾了摄影测量领域的基本问题和任务内涵，总结了深度学习方法在摄影测量智能处理中的研究成果，分析了面向特定任务的监督预训练方法的优势与局限；阐述了通用人工智能大模型的特点及研究进展，关注大模型在基础视觉任务中的场景泛化性以及三维表征方面的潜力；从训练数据、模型微调策略和异构多模态数据融合处理3个方面，探讨了大模型技术在摄影测量领域当前面临的挑战与发展趋势。
王铭杰 and 宋军,2026,基于AI大模型技术的基站电源监测系统的研究.,仪表技术与传感器(3): 61-65,针对当前基站电源监测系统面临的智能化程度较低、运维成本较高的问题，设计了基于国产AI大模型技术的智能化、低成本的基站电源监测系统。该系统创新性地在低成本的4G物联网网关上接入DeepSeek-R1模型对基站电源设备的运行状态(电压、电流、频率、告警等信息)进行实时监测和故障分析，并基于物联网网关、手机、计算机和数据可视化大屏等设备构建了全方位的数据监控和故障诊断体系。实验表明：该系统具有实时性强、监测角度多元、人机交互体验流畅、硬件成本低的特点，为基站电源监测系统的智能化升级提供了重要参考。
王娜 and 赵根漩,2025,大模型技术赋能新质生产力发展：理论逻辑与实现路径.,经济纵横(1): 100-109,大模型技术的突破正引领人工智能时代的到来，在其加持下新一代人工智能在算法模型、数据算力及场景应用上的表现都显著优于传统人工智能。作为当前人工智能领域的核心技术，大模型技术是驱动新质生产力发展的重要引擎。从内在逻辑来看，大模型技术的革命性突破带来了生产要素的创新性配置和产业结构的深度转型升级，成为新质生产力的重要驱动力。从基本内涵来看，大模型技术通过对劳动者、劳动资料和劳动对象三大生产力基本构成要素及其优化组合的全面升级与拓展，实现对新质生产力的深度赋能。从实现路径来看，需要通过加强算力基础设施建设、推动核心算法技术创新、开拓技术应用空间与场景、培养复合型数智人才，进一步激发大模型技术在推动新质生产力发展上的强劲动能。
"王宁, et al",2026,基于大模型的HVDC系统运维技术及发展综述.,电力系统保护与控制 54(11): 177-187,"聚焦超高压主网架，综述大模型技术在该领域的应用成果。首先，阐述能源转型下高压直流(high voltage direct current, HVDC)系统安全稳定与高效运维面临的挑战，明确大模型针对HVDC运维的解决方案。其次，梳理HVDC关键特性与智能电网场景下大模型的基础原理，重点分析适配HVDC场景的大模型关键技术，包括设备知识体系构建、换流站轻量化模型及数据安全协同架构。然后，结合实际案例，说明大模型在HVDC故障诊断与预测、运行评估与调度、设备资产管理中的应用及成效。最后，剖析大模型应用面临的数据质量与安全、可解释性及算力成本问题，提出研究方向与展望。研究证实，大模型可推动HVDC运维从事后维修向预测性维护转型、调度从经验决策向智能决策升级，对保障HVDC安全高效运转意义重大。"
王宁 and 智敏,2025,深度学习下的单阶段通用目标检测算法研究综述.,计算机科学与探索 19(5): 1115-1140,近年来，目标检测算法作为计算机视觉领域中的核心任务，逐渐成为热门研究方向。它使得计算机能够识别和定位图像或视频帧中的目标物体，广泛应用于自动驾驶、生物个体检测、农业检测、医疗影像分析等领域。随着深度学习的发展，通用目标检测算法从传统的目标检测方法转变为基于深度学习下的目标检测方法。其中深度学习下的通用目标检测算法主要分为单阶段目标检测与两阶段目标检测，以单阶段目标检测为切入点，根据采用经典卷积与Transformer两种不同架构，对首个单阶段目标检测算法YOLO系列（YOLOv1～YOLOv11、YOLO主要改进版本）、SSD等和以Transformer为基础架构的DETR系列的主流单阶段检测算法进行分析总结。介绍各个算法的网络结构以及其研究进展，根据各个算法的结构归纳出其特点优势以及局限性，概括目标检测领域主要通用数据集与评价指标，分析各算法以及其改进方法的性能，讨论各算法在不同领域的应用现状，展望单阶段目标检测算法在未来的研究方向。
"王培晓, et al",2025,地理空间智能预测研究进展与发展趋势.,地球信息科学学报 27(1): 60-82,"【意义】预测是地理空间人工智能（Geospatial Artificaial Intelligence, GeoAI）重要研究方向，也是测绘地理信息技术与人工智能技术深度融合、智能化创新的关键，支撑空间智能技术走向广域多样化应用场景落地应用。【进展】本文回顾了地理空间智能预测的技术发展历史，综述了基于统计学习、深度学习及生成式大模型的智能预测模型，阐述了智能预测模型中的时空依赖关系嵌入机制，解耦了时间关系建模、空间关系建模及时空关系建模等通用计算算子。【挑战与展望】本文总结归纳了智能预测模型在标注数据稀疏、可解释性缺失、泛化能力匮乏、模型压缩轻量化及模型高可靠性不足等挑战，思考并提出了地理空间智能预测技术未来4个发展趋势与研究方向：耦合多算子的可配置通用空间智能预测平台、融合多模态知识的生成式预测模型、先验指导的深度学习智能预测模型，以及地理空间智能预测模型拓展地球系统深度预测应用领域。"
王沛然,2026,法律人工智能的推理模式及其缺陷克服.,政法论丛(2): 94-106,法律人工智能的推理模式需从技术与法学的双重视角予以解析。形式主义的符号推理模式将事实与规范要素作为机械逻辑单元进行精密推理，但无法解决机器语言与其映射内涵开放性之矛盾。现实主义的概率推理模式以大模型的神经网络模拟人脑认知决策复杂性，可以理解概念间的微妙关联并作出直觉性预测，但其表演式的推理、对价值判断的统计学复制、真诚性与责任性的缺失意味着背离法治精神的风险。“神经—符号”混合推理架构整合两者优势以实现更聪明的计算，但由于缺乏共同体生活经验和感性体验，其输出结果仍非合乎正义的决断。应以“有效人类监督”为核心构建人机协同框架，通过可解释、可干预、激发批判性思维的交互界面，在赋能法律人的同时维护人类的价值判断主导权，推动法律人工智能的可信应用。
"王琦, et al",2024,基于大模型的深度课堂变革研究.,开放教育研究 30(4): 104-112,大模型技术推动课堂教学走向“师—生—机”的三元互动，也倒逼教师转变角色。传统教学中，教师多以问题和任务促进深度课堂的实施。智能技术支持下，传统教学的“四何”问题开始转变，很大部分成为机器眼里的“是何”问题，如何重构课堂让学习者获得深度认知成为关键。基于此，本研究构建了以“四何”问题为内核的驱动任务、以“师—生—机”为三元主体的深度课堂角色转换机制，形成支持深度课堂目标达成的变革路径，并以B大学“学习科学”课程的研究生为对象开展实践。研究发现，学习者具备较高的学习动机、技术接受度和较低的认知负荷；相比低分组，高分组认知负荷低，能更好地处理技术和复杂任务带来的压力。研究结论可为大模型支持的深度课堂实施提供启示。
王前,2025,人类认知活动“大模型”及其教育启示.,探索与争鸣(9): 127-132+179-180,人类认知活动蕴含一种与人工智能“大模型”结构功能相似的内在机制——“认知活动大模型”。该机制以高度关联、动态演化的知识单元构成“内核”系统，通过知识调取、关联推理与持续训练驱动认知迭代，是决定人类思维效能与学习质量的关键隐性因素。而长期以来，教育实践中过度侧重标准化知识灌输，忽视了对支撑批判性思维与跨学科整合的“系统提示词”能力的培育。生成式人工智能的技术路径（知识增强、反馈微调等）不仅印证了CALM机制的可行性，更为其研究提供了新范式，揭示了人类智能的深层原理。自觉优化个体CALM的构建与运行，强化知识关联、深度思考与实践验证，是突破现有教育困境、提升思维水平及培养人工智能时代创新型人才的核心路径。
"王瑞, et al",2024,欺骗防御技术发展及其大语言模型应用探索.,计算机研究与发展 61(5): 1230-1249,欺骗防御作为主动防御中最具发展前景的技术，帮助防御者面对高隐蔽未知威胁化被动为主动，打破攻守间天然存在的不平衡局面.面对潜在的威胁场景，如何利用欺骗防御技术有效地帮助防御者做到预知威胁、感知威胁、诱捕威胁，均为目前需要解决的关键问题.博弈理论与攻击图模型在主动防御策略制定、潜在风险分析等方面提供了有力支撑，总结回顾了近年来二者在欺骗防御中的相关工作.随着大模型技术的快速发展，大模型与网络安全领域的结合也愈加紧密，通过对传统欺骗防御技术的回顾，提出了一种基于大模型的智能化外网蜜点生成技术，实验分析验证了外网蜜点捕获网络威胁的有效性，与传统Web蜜罐相比较，在仿真性、稳定性与灵活性等方面均有所提升.为增强蜜点间协同合作、提升对攻击威胁的探查与感知能力，提出蜜阵的概念.针对如何利用蜜点和蜜阵技术，对构建集威胁预测、威胁感知和威胁诱捕为一体的主动防御机制进行了展望.
"王瑞涛, et al",2026,面向飞行器避障绕飞任务的思维链推理大语言模型微调方法.,中国科学:技术科学 56(2): 342-355,"飞行器在复杂环境中的自主路径规划是保障航行安全和任务成功的关键,这要求规划系统必须同时满足实时避障与战略导航的双重要求.然而,现有方法在应对动态障碍物分布、环境不确定性以及现实约束时,通常在鲁棒性、泛化能力和计算效率等方面存在不足.针对这一问题,本文提出了一种两阶段的大语言模型(large language model, LLM)驱动的飞行器路径规划方法,充分利用了LLM的空间推理与泛化能力.在第一阶段,无需依赖传统的建图与搜索模块,直接通过结构化环境描述和任务提示模板引导模型生成可行的绕飞路径;在第二阶段,构建高质量的思维链绕飞推理路径样本,并通过有监督微调提升模型对空间结构的理解和路径输出的稳定性,实现从通用模型到任务专用模型的平滑过渡.实验结果表明,在高复杂度场景下,该方法在绕飞成功率、路径合理性以及未知环境适应性方面均表现出显著提升,这不仅验证了LLM在结构化空间任务中的可行性与优势,还为现实约束条件下的智能航空导航提供了新的解决方案."
"王睿, et al",2025,面向边缘智能的大模型研究进展.,计算机研究与发展 62(10): 2565-2582,随着大模型技术的迅猛发展，大模型在自然语言处理和计算机视觉等领域表现出卓越的性能，成为解决复杂问题的重要工具，并在科研和产业界引发了广泛关注.然而，当前基于云平台的大模型训练和推理方案面临诸多挑战，包括高昂的成本、有限的可扩展性和信息安全风险等.随着模型参数规模的不断扩大，对于低成本、高效训练和推理的需求愈发迫切.在端边侧进行大模型的协同训练和推理，可以显著降低延迟和带宽需求，同时增强数据隐私和操作效率，为大模型在多样化场景中的低成本应用提供关键技术支持，成为当前研究的热点之一.全面调研了面向边缘智能的大模型相关研究，主要从大模型边缘训练和推理2个角度对当前相关研究进行了深入分析和讨论.最后，提出了面向边缘智能的大模型技术发展所面临的挑战和未来展望，希望能促进学术界和产业界对面向边缘智能的大模型技术有更深入的了解和关注，并能够启发更多的学者深入开展研究.
"王润周, et al",2025,基于混合检索增强生成大语言模型的网络舆情多任务分析.,情报杂志 44(5): 91-103,"[研究目的]为缓解大语言模型在网络舆情分析过程中出现输出与现实不符或不正确的“幻觉”现象，以及大语言模型的微调过程通常需要耗费大量的机器资源的问题，提出一种混合检索增强生成策略(Retrieval-Augmented Generation, RAG)来提升大语言模型的自然语言理解和生成能力，实现网络舆情的跨领域、跨任务分析。[研究方法]首先，整合高质量舆情事件数据集构建本地RAG知识库以适应不同领域，避免大规模参数微调，在生成过程中引入检索知识减缓“幻觉”现象。并且，引入上下文信息与提示样例进行知识增强，提升大语言模型在下游任务的准确性。最终整合检索内容、上下文信息、提示样例构建针对舆情分析任务的提示语句，将源领域知识迁移到目标领域。[研究结果/结论]实验结果表明，所构建的混合RAG框架在虚假信息检测、自动化报告生成、智能问答、信息抽取、情感分析多种跨领域、跨语言数据集中表现优异，且能够适应少样本学习的场景。"
"王珊, et al",2025,生成式人工智能助力家庭教育的模型构建及系统实践.,电化教育研究 46(3): 64-71,当下中国家庭面临着教育知识经验化与碎片化、密集教养方式与过度教育焦虑恶性循环以及个性化家庭教育指导服务匮乏的三重困境。为破解家庭教育的实践困境、提升现代家庭教育能力、促进积极家庭心理成长，研究构建了生成式人工智能助力家庭教育的理论模型，并在GLM-4大模型的基础上运用提示词工程、检索增强生成以及有监督微调技术开发了家庭教育生成式人工智能系统。从实践效果来看，家庭教育生成式人工智能系统具备卓越的情境适应性和对特定任务极强的泛化性能。家庭教育生成式人工智能系统能精准分析和解决各种复杂的家庭教育问题，为家长提供科学系统的育儿知识和正面管教指导，缓解家长教育焦虑，并为不同社会经济背景的家庭提供个性化的教育指导服务，有利于促进我国家庭教育的现代化发展。
